City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Nyurba,RU,2023-01-16 01:53:41,63.2842,118.3319,-72.63,100,85,2.98
1,Tuatapere,NZ,2023-01-16 01:53:42,-46.1333,167.6833,75.63,43,29,3.85
2,Kavieng,PG,2023-01-16 01:53:42,-2.5744,150.7967,83.05,75,88,7.23
3,Bambous Virieux,MU,2023-01-16 01:53:42,-20.3428,57.7575,79.05,78,40,12.66
4,Jamestown,US,2023-01-16 01:53:43,42.097,-79.2353,22.64,72,0,3.44
5,Ushuaia,AR,2023-01-16 01:51:45,-54.8,-68.3,53.26,58,75,5.75
6,Peachland,CA,2023-01-16 01:53:43,49.7665,-119.7357,40.15,93,100,1.77
7,Hilo,US,2023-01-16 01:50:13,19.7297,-155.09,78.94,78,40,13.8
8,New Norfolk,AU,2023-01-16 01:53:44,-42.7826,147.0587,67.91,37,0,3.0
9,Busselton,AU,2023-01-16 01:53:45,-33.65,115.3333,71.13,47,1,16.6
10,Fare,PF,2023-01-16 01:53:45,-16.7,-151.0167,79.56,67,100,19.24
11,Atuona,PF,2023-01-16 01:53:46,-9.8,-139.0333,78.13,75,100,13.8
12,Cape Town,ZA,2023-01-16 01:50:00,-33.9258,18.4232,70.21,75,0,20.71
13,Osypenko,UA,2023-01-16 01:53:46,46.9136,36.8253,30.94,83,86,4.59
14,Rikitea,PF,2023-01-16 01:53:47,-23.1203,-134.9692,77.95,72,10,12.1
15,Maceo,CO,2023-01-16 01:53:47,6.552,-74.7874,64.83,98,57,2.98
16,Sao Filipe,CV,2023-01-16 01:53:48,14.8961,-24.4956,75.29,67,69,5.7
17,Berlevag,NO,2023-01-16 01:53:34,70.8578,29.0864,30.15,80,40,12.66
18,Arraial Do Cabo,BR,2023-01-16 01:53:48,-22.9661,-42.0278,74.64,89,98,24.0
19,Qaanaaq,GL,2023-01-16 01:53:49,77.484,-69.3632,-7.8,60,25,7.11
20,Margate,GB,2023-01-16 01:53:49,51.3813,1.3862,43.9,87,100,7.0
21,Leh,IN,2023-01-16 01:53:50,34.1667,77.5833,-5.08,75,11,2.44
22,At-Bashi,KG,2023-01-16 01:53:50,41.1702,75.8106,-12.23,58,0,3.29
23,Georgetown,MY,2023-01-16 01:53:46,5.4112,100.3354,82.33,92,20,6.91
24,Constitucion,CL,2023-01-16 01:53:51,-35.3333,-72.4167,56.73,79,25,11.54
25,Vardo,NO,2023-01-16 01:53:51,70.3705,31.1107,33.78,86,100,26.46
26,Churapcha,RU,2023-01-16 01:53:51,62.0025,132.4325,-48.1,95,100,4.81
27,Lienz,AT,2023-01-16 01:53:52,46.8289,12.769,35.89,95,100,4.5
28,Fairbanks,US,2023-01-16 01:50:33,64.8378,-147.7164,6.76,79,0,3.44
29,Dikson,RU,2023-01-16 01:53:53,73.5069,80.5464,-33.79,92,5,4.32
30,Brazzaville,CG,2023-01-16 01:52:40,-4.2658,15.2832,72.39,93,100,0.74
31,Ponta Do Sol,PT,2023-01-16 01:53:53,32.6667,-17.1,64.71,73,44,6.55
32,Mataura,NZ,2023-01-16 01:53:33,-46.1927,168.8643,81.36,31,9,8.43
33,Bingerville,CI,2023-01-16 01:53:54,5.3584,-3.8869,81.54,94,20,3.44
34,Kayerkan,RU,2023-01-16 01:53:54,69.3497,87.7602,-37.71,89,5,5.21
35,Longyearbyen,SJ,2023-01-16 01:53:55,78.2186,15.6401,17.44,67,40,21.85
36,Kapaa,US,2023-01-16 01:53:55,22.0752,-159.319,78.78,75,64,4.0
37,Khatanga,RU,2023-01-16 01:53:56,71.9667,102.5,-53.23,99,54,4.07
38,Oeiras Do Para,BR,2023-01-16 01:53:56,-2.0031,-49.8544,71.49,98,100,1.79
39,Port Alfred,ZA,2023-01-16 01:53:57,-33.5906,26.891,70.18,90,99,1.99
40,Hobart,AU,2023-01-16 01:53:24,-42.8794,147.3294,68.27,52,40,12.66
41,Port Hardy,CA,2023-01-16 01:53:57,50.6996,-127.4199,44.78,100,100,0.0
42,Bluff,NZ,2023-01-16 01:53:58,-46.6,168.3333,66.61,63,29,5.82
43,Vila Velha,BR,2023-01-16 01:53:58,-20.3297,-40.2925,76.95,89,20,6.91
44,Mangai,CD,2023-01-16 01:53:59,-4.05,19.5333,68.34,98,100,1.9
45,Wajima,JP,2023-01-16 01:53:59,37.4,136.9,36.28,100,75,3.44
46,Carnarvon,AU,2023-01-16 01:53:59,-24.8667,113.6333,77.58,60,0,22.91
47,Saskylakh,RU,2023-01-16 01:54:00,71.9167,114.0833,-39.5,97,100,3.96
48,Havoysund,NO,2023-01-16 01:55:00,70.9963,24.6622,28.63,85,100,13.65
49,Beringovskiy,RU,2023-01-16 01:50:42,63.05,179.3167,-5.33,91,100,18.97
50,Muroto,JP,2023-01-16 01:55:01,33.2833,134.15,56.79,73,87,14.38
51,Chokurdakh,RU,2023-01-16 01:55:02,70.6333,147.9167,-17.72,90,6,12.39
52,Hermanus,ZA,2023-01-16 01:55:02,-34.4187,19.2345,71.8,79,96,18.01
53,Terney,RU,2023-01-16 01:50:52,45.0503,136.6092,8.4,51,0,10.27
54,Stornoway,GB,2023-01-16 01:49:12,58.2093,-6.3865,30.92,91,75,11.5
55,Victoria,HK,2023-01-16 01:53:34,22.2855,114.1577,56.25,71,94,13.0
56,Aviles,ES,2023-01-16 01:55:04,43.5547,-5.9248,52.38,80,75,23.02
57,Olinda,BR,2023-01-16 01:55:05,-8.0089,-34.8553,80.33,74,75,6.91
58,Cairns,AU,2023-01-16 01:54:31,-16.9167,145.7667,85.95,70,75,12.66
59,Ilulissat,GL,2023-01-16 01:55:08,69.2167,-51.1,6.33,95,100,9.31
60,Gronau,DE,2023-01-16 01:55:09,52.2,7.0333,41.13,86,99,13.78
61,Goulburn,AU,2023-01-16 01:55:10,-34.75,149.7167,78.15,48,95,12.17
62,Sorland,NO,2023-01-16 01:55:10,67.667,12.6934,35.46,59,100,10.22
63,Shimoda,JP,2023-01-16 01:55:12,34.6667,138.95,52.16,68,100,16.82
64,East London,ZA,2023-01-16 01:55:13,-33.0153,27.9116,70.86,88,100,8.03
65,Albany,US,2023-01-16 01:55:14,42.6001,-73.9662,22.23,78,8,1.01
66,Chilca,PE,2023-01-16 01:55:15,-12.5211,-76.7372,68.99,83,84,3.67
67,Punta Arenas,CL,2023-01-16 01:53:31,-53.15,-70.9167,51.91,71,0,25.32
68,Gulariya,NP,2023-01-16 01:55:17,28.2333,81.3333,44.19,68,100,2.19
69,Akyab,MM,2023-01-16 01:55:18,20.15,92.9,66.69,63,0,6.76
70,Vaini,TO,2023-01-16 01:55:18,-21.2,-175.2,80.76,94,75,8.05
71,Torbay,CA,2023-01-16 01:55:20,47.6666,-52.7314,33.39,95,100,19.57
72,Waipawa,NZ,2023-01-16 01:55:21,-41.4122,175.5153,70.74,53,41,7.45
73,Alice Springs,AU,2023-01-16 01:52:23,-23.7,133.8833,89.15,40,5,12.66
74,Mana,GF,2023-01-16 01:55:22,5.6592,-53.7767,74.14,92,100,5.86
75,Yellowknife,CA,2023-01-16 01:53:09,62.456,-114.3525,1.92,85,100,4.61
76,Barrow,US,2023-01-16 01:55:23,71.2906,-156.7887,-18.38,83,75,14.97
77,Richards Bay,ZA,2023-01-16 01:55:24,-28.783,32.0377,71.22,95,2,4.9
78,Farmington,US,2023-01-16 01:55:25,36.7281,-108.2187,36.16,86,35,5.01
79,Revelstoke,CA,2023-01-16 01:55:25,50.9832,-118.2023,33.82,100,100,0.0
80,Lebu,CL,2023-01-16 01:55:26,-37.6167,-73.65,55.58,83,96,19.04
81,Saint-Pierre,RE,2023-01-16 01:43:55,-21.3393,55.4781,77.92,69,0,8.05
82,Arlit,NE,2023-01-16 01:55:28,18.7369,7.3853,60.03,23,0,5.68
83,Sohbatpur,PK,2023-01-16 01:55:29,28.5202,68.5434,44.44,16,0,2.89
84,Cabo San Lucas,MX,2023-01-16 01:54:32,22.8909,-109.9124,73.06,66,59,13.82
85,Bemidji,US,2023-01-16 01:53:02,47.4736,-94.8803,33.57,96,0,4.61
86,Atar,MR,2023-01-16 01:55:31,20.5169,-13.0499,67.19,19,2,10.11
87,Carlsbad,US,2023-01-16 01:52:29,33.1581,-117.3506,56.95,90,100,5.75
88,Koani,TZ,2023-01-16 01:55:33,-6.1333,39.2833,75.99,86,100,6.8
89,Souillac,MU,2023-01-16 01:55:33,-20.5167,57.5167,79.18,78,40,12.66
90,San Juan,AR,2023-01-16 01:50:49,-31.5375,-68.5364,79.54,35,71,4.12
91,Caravelas,BR,2023-01-16 01:55:35,-17.7125,-39.2481,73.33,90,89,5.19
92,Alyangula,AU,2023-01-16 01:55:36,-13.8483,136.4192,84.58,70,100,5.61
93,El Naranjo,MX,2023-01-16 01:55:36,21.4667,-98.6,64.13,70,0,3.15
94,Kachug,RU,2023-01-16 01:55:36,53.9606,105.8817,7.21,84,100,11.16
95,Bengkulu,ID,2023-01-16 01:56:37,-3.8004,102.2655,79.95,73,38,1.99
96,Geraldton,AU,2023-01-16 01:56:38,-28.7667,114.6,73.81,56,100,25.32
97,Bredasdorp,ZA,2023-01-16 01:56:38,-34.5322,20.0403,68.4,88,79,14.18
98,Sabzevar,IR,2023-01-16 01:56:38,36.2126,57.6819,31.69,39,22,2.57
99,Huarmey,PE,2023-01-16 01:56:39,-10.0681,-78.1522,70.03,78,100,7.81
100,Marzuq,YE,2023-01-16 01:56:39,14.4,46.4667,59.92,65,80,5.17
101,Mar Del Plata,AR,2023-01-16 01:56:25,-38.0023,-57.5575,70.09,88,40,8.05
102,Sitka,US,2023-01-16 01:56:40,57.0531,-135.33,42.69,87,100,4.61
103,San Cristobal,VE,2023-01-16 01:56:40,7.7669,-72.225,69.98,96,69,2.3
104,Cidreira,BR,2023-01-16 01:56:41,-30.1811,-50.2056,73.56,86,100,8.48
105,Christchurch,NZ,2023-01-16 01:56:41,-43.5333,172.6333,76.41,59,8,17.27
106,Naliya,IN,2023-01-16 01:56:42,23.2667,68.8333,55.17,49,20,5.88
107,Kodiak,US,2023-01-16 01:54:47,57.79,-152.4072,36.91,87,100,8.05
108,Sena Madureira,BR,2023-01-16 01:56:42,-9.0656,-68.6569,73.26,97,100,1.23
109,Tiksi,RU,2023-01-16 01:56:43,71.6872,128.8694,-30.01,100,100,4.76
110,Taoudenni,ML,2023-01-16 01:56:43,22.6783,-3.9836,62.22,26,0,13.18
111,Jiwani,PK,2023-01-16 01:56:44,25.05,61.7417,61.16,26,3,7.99
112,Grindavik,IS,2023-01-16 01:50:40,63.8424,-22.4338,18.07,67,0,9.22
113,Kieta,PG,2023-01-16 01:56:44,-6.2167,155.6333,85.55,69,89,5.41
114,Mahebourg,MU,2023-01-16 01:56:45,-20.4081,57.7,79.09,78,40,12.66
115,Severo-Kurilsk,RU,2023-01-16 01:53:58,50.6789,156.125,17.4,79,100,26.19
116,Katsuura,JP,2023-01-16 01:56:45,35.1333,140.3,46.42,87,100,5.06
117,Dondaicha,IN,2023-01-16 01:56:46,21.3333,74.5667,60.42,49,5,4.07
118,Egvekinot,RU,2023-01-16 01:56:46,66.3167,-179.1667,-16.1,83,68,20.62
119,Ballina,AU,2023-01-16 01:52:13,-28.8667,153.5667,82.02,67,50,9.95
120,Nikolskoye,RU,2023-01-16 01:56:47,59.7035,30.7861,33.8,97,100,11.81
121,Lai,TD,2023-01-16 01:56:47,9.3952,16.2989,68.85,28,39,5.21
122,Butaritari,KI,2023-01-16 01:56:47,3.0707,172.7902,80.96,78,97,12.95
123,Lakes Entrance,AU,2023-01-16 01:56:48,-37.8811,147.981,75.16,74,86,18.59
124,San Carlos De Bariloche,AR,2023-01-16 01:50:19,-41.1456,-71.3082,62.35,48,7,18.41
125,Baykit,RU,2023-01-16 01:56:48,61.67,96.37,-40.32,100,95,1.79
126,Morehead,US,2023-01-16 01:50:27,37.2711,-87.1764,39.99,54,0,3.44
127,Hithadhoo,MV,2023-01-16 01:56:37,-0.6,73.0833,79.65,65,89,4.97
128,Vila Franca Do Campo,PT,2023-01-16 01:56:49,37.7167,-25.4333,52.21,80,6,5.57
129,Petropavlovsk-Kamchatskiy,RU,2023-01-16 01:50:44,53.0452,158.6483,12.79,31,2,22.37
130,Kalmunai,LK,2023-01-16 01:51:55,7.4167,81.8167,75.27,87,63,5.12
131,Abhar,IR,2023-01-16 01:56:50,36.1468,49.218,22.35,92,94,8.05
132,Fort Walton Beach,US,2023-01-16 01:54:56,30.4058,-86.6188,52.02,73,0,3.44
133,Freetown,SL,2023-01-16 01:56:51,8.484,-13.2299,76.12,84,76,5.01
134,Port Elizabeth,ZA,2023-01-16 01:56:51,-33.918,25.5701,70.32,90,20,9.22
135,Leningradskiy,RU,2023-01-16 01:56:52,69.3833,178.4167,-28.68,100,97,0.25
136,Thompson,CA,2023-01-16 01:56:28,55.7435,-97.8558,3.36,85,100,5.75
137,Okha,RU,2023-01-16 01:56:52,53.5739,142.9478,-17.03,86,16,7.85
138,Puerto Ayora,EC,2023-01-16 01:56:53,-0.7393,-90.3518,75.54,95,35,1.99
139,Lompoc,US,2023-01-16 01:56:53,34.6391,-120.4579,50.77,92,100,1.01
140,Pangnirtung,CA,2023-01-16 01:48:55,66.1451,-65.7125,-42.86,93,90,5.66
141,Gamba,GA,2023-01-16 01:56:54,-2.65,10.0,74.14,86,100,2.13
142,Gat,IL,2023-01-16 01:56:54,31.61,34.7642,52.48,66,10,5.61
143,Castro,BR,2023-01-16 01:57:55,-24.7911,-50.0119,64.49,97,91,1.79
144,Tuktoyaktuk,CA,2023-01-16 01:57:55,69.4541,-133.0374,-14.8,76,100,8.05
145,Edd,ER,2023-01-16 01:57:56,13.9297,41.6925,78.24,63,2,10.13
146,Yeniseysk,RU,2023-01-16 01:57:56,58.4497,92.1703,-16.17,100,100,1.34
147,Saint-Philippe,RE,2023-01-16 01:53:24,-21.3585,55.7679,74.79,81,47,12.91
148,Mustla,EE,2023-01-16 01:57:57,58.2343,25.8584,37.42,84,100,14.5
149,Wanning,CN,2023-01-16 01:57:57,18.8003,110.3967,64.47,88,100,12.82
150,Bereda,ES,2023-01-16 01:48:59,43.2686,-7.5406,49.14,100,100,11.74
151,Pitogo,PH,2023-01-16 01:57:58,13.7847,122.0881,76.21,90,100,10.49
152,Provideniya,RU,2023-01-16 01:49:00,64.3833,-173.3,10.51,61,0,22.37
153,Nanga Eboko,CM,2023-01-16 01:57:59,4.6833,12.3667,63.77,48,68,1.81
154,Portland,US,2023-01-16 01:54:11,45.5234,-122.6762,47.8,89,100,14.0
155,Qaqortoq,GL,2023-01-16 01:57:59,60.7167,-46.0333,14.41,71,46,33.64
156,Deputatskiy,RU,2023-01-16 01:58:00,69.3,139.9,-34.71,100,90,0.31
157,Vurnary,RU,2023-01-16 01:58:00,55.4904,46.9648,8.6,86,5,10.18
158,Narsaq,GL,2023-01-16 01:56:47,60.9167,-46.05,7.88,70,41,17.29
159,Talnakh,RU,2023-01-16 01:58:01,69.4865,88.3972,-34.96,88,15,6.6
160,Bandar,ID,2023-01-16 01:58:02,2.05,99.75,75.56,91,99,0.78
161,Gwadar,PK,2023-01-16 01:58:02,25.1216,62.3254,59.43,26,2,8.72
162,Ayan,RU,2023-01-16 01:56:32,56.45,138.1667,-27.26,62,100,12.03
163,Saint George,US,2023-01-16 01:58:03,37.1041,-113.5841,48.25,68,100,4.0
164,College,US,2023-01-16 01:58:05,64.8569,-147.8028,-5.19,98,72,2.33
165,Ribeira Grande,PT,2023-01-16 01:58:05,38.5167,-28.7,50.77,82,6,10.0
166,Brownsville,US,2023-01-16 01:58:06,25.9018,-97.4975,70.09,79,0,21.34
167,Sioux Lookout,CA,2023-01-16 01:58:08,50.1001,-91.917,30.27,100,100,4.61
168,Willowmore,ZA,2023-01-16 01:53:31,-33.2926,23.4895,60.19,90,15,8.84
169,Sola,VU,2023-01-16 01:54:40,-13.8833,167.55,81.54,75,90,11.36
170,Rio Gallegos,AR,2023-01-16 01:58:13,-51.6226,-69.2181,60.85,41,0,10.36
171,Launceston,AU,2023-01-16 01:58:16,-41.45,147.1667,75.61,43,100,14.97
172,Avarua,CK,2023-01-16 01:56:53,-21.2078,-159.775,80.65,65,75,6.91
173,Iqaluit,CA,2023-01-16 01:58:19,63.7506,-68.5145,-22.27,74,75,2.3
174,Tazovskiy,RU,2023-01-16 01:58:20,67.4667,78.7,-7.62,96,100,16.13
175,Alta Floresta,BR,2023-01-16 01:58:21,-9.8756,-56.0861,71.76,90,100,2.98
176,Cherskiy,RU,2023-01-16 01:58:24,68.75,161.3,-41.08,99,48,5.44
177,Changji,CN,2023-01-16 01:58:26,44.0167,87.3167,-8.61,84,40,2.24
178,Isiro,CD,2023-01-16 01:58:29,2.7739,27.616,69.69,51,85,2.57
179,Shaunavon,CA,2023-01-16 01:58:30,49.6501,-108.4181,24.58,95,100,4.56
180,Port Blair,IN,2023-01-16 01:58:31,11.6667,92.75,68.04,94,40,0.0
181,Puebloviejo,CO,2023-01-16 01:58:33,10.9938,-74.2844,82.04,65,40,14.97
182,Namibe,AO,2023-01-16 01:58:34,-15.1961,12.1522,71.89,81,100,2.1
183,Dokka,NO,2023-01-16 01:58:35,60.84,10.0618,16.63,94,100,4.03
184,Sovetskiy,RU,2023-01-16 01:58:36,61.3614,63.5842,16.41,86,45,10.98
185,Ostrovnoy,RU,2023-01-16 01:50:28,68.0531,39.5131,32.38,91,100,23.89
186,Baghdad,IQ,2023-01-16 01:57:37,33.3406,44.4009,44.51,76,100,3.44
187,Monrovia,LR,2023-01-16 01:59:37,6.3005,-10.7969,78.15,84,3,2.64
188,Raga,SS,2023-01-16 01:59:37,8.4596,25.678,67.75,30,65,3.58
189,Monduli,TZ,2023-01-16 01:59:38,-3.3,36.45,60.28,74,97,7.11
190,Maniitsoq,GL,2023-01-16 01:59:38,65.4167,-52.9,2.12,85,100,25.84
191,Sumedang,ID,2023-01-16 01:59:39,-6.8592,107.9207,80.06,74,91,2.15
192,Vangaindrano,MG,2023-01-16 01:59:39,-23.35,47.6,72.3,90,36,1.07
193,Ucluelet,CA,2023-01-16 01:59:40,48.9329,-125.5528,48.09,92,100,5.99
194,Bilma,NE,2023-01-16 01:56:48,18.6853,12.9164,57.6,33,0,11.03
195,Abu Dhabi,AE,2023-01-16 01:56:31,24.4667,54.3667,66.22,79,0,2.3
196,Pisco,PE,2023-01-16 01:50:37,-13.7,-76.2167,69.85,83,0,5.75
197,Guerrero Negro,MX,2023-01-16 01:59:41,27.9769,-114.0611,64.08,76,99,11.45
198,Dolores,AR,2023-01-16 01:59:41,-36.3132,-57.6792,66.25,79,2,6.8
199,Bethel,US,2023-01-16 01:59:42,41.3712,-73.414,35.51,55,94,4.0
200,Ondangwa,NA,2023-01-16 01:59:42,-17.9167,15.95,72.84,64,92,7.07
201,Airai,TL,2023-01-16 01:59:43,-8.9266,125.4092,72.14,63,100,2.59
202,Shunyi,CN,2023-01-16 01:59:43,40.125,116.6453,21.15,49,0,2.24
203,Kaitangata,NZ,2023-01-16 01:59:44,-46.2817,169.8464,72.12,56,25,6.35
204,Esperance,AU,2023-01-16 01:59:44,-33.8667,121.9,74.41,70,100,18.01
205,Evensk,RU,2023-01-16 01:59:45,61.95,159.2333,2.71,77,100,8.63
206,Tasiilaq,GL,2023-01-16 01:59:45,65.6145,-37.6368,18.63,85,100,18.77
207,Marsa Matruh,EG,2023-01-16 01:58:13,31.3525,27.2453,53.8,87,40,8.05
208,Upernavik,GL,2023-01-16 01:59:46,72.7868,-56.1549,1.56,74,100,5.28
209,Lixourion,GR,2023-01-16 01:59:46,38.2019,20.4314,51.75,66,7,3.24
210,Praia,CV,2023-01-16 01:59:47,14.9215,-23.5087,72.52,76,100,10.71
211,Teya,RU,2023-01-16 01:52:16,60.3778,92.6267,-14.8,100,100,3.74
212,Kuzhorskaya,RU,2023-01-16 01:59:47,44.6751,40.3103,33.8,64,6,3.04
213,Boyolangu,ID,2023-01-16 01:59:48,-8.1181,111.8935,83.43,68,51,2.59
214,Turukhansk,RU,2023-01-16 01:50:43,65.8167,87.9833,-18.96,97,100,11.83
215,Barranca,PE,2023-01-16 01:59:14,-10.75,-77.7667,70.05,76,100,4.74
216,Mitsamiouli,KM,2023-01-16 01:59:48,-11.3847,43.2844,79.21,78,50,4.41
217,Isangel,VU,2023-01-16 01:59:49,-19.55,169.2667,86.11,70,70,4.61
218,La Paz,BO,2023-01-16 01:59:49,-16.5,-68.15,53.58,22,40,13.8
219,Vilkija,LT,2023-01-16 01:59:50,55.05,23.5833,39.61,81,100,13.62
220,Aykhal,RU,2023-01-16 01:59:50,66.0,111.5,-51.72,100,63,4.54
221,Acapulco,MX,2023-01-16 01:59:12,16.8634,-99.8901,76.75,82,0,7.23
222,Ixtapa,MX,2023-01-16 01:57:49,20.7,-105.2,66.25,78,59,1.48
223,Kumbo,CM,2023-01-16 01:59:51,6.2,10.6667,57.13,33,12,4.7
224,Qasigiannguit,GL,2023-01-16 01:59:52,68.8193,-51.1922,5.16,97,100,9.01
225,Kokopo,PG,2023-01-16 01:59:52,-4.352,152.2633,85.35,65,32,7.99
226,Valparaiso,CL,2023-01-16 01:58:08,-33.0393,-71.6273,63.48,100,0,4.61
227,Codrington,AU,2023-01-16 01:59:53,-38.2667,141.9667,74.23,37,0,12.55
228,Morondava,MG,2023-01-16 01:59:53,-20.2833,44.2833,77.94,81,4,8.81
229,Lavrentiya,RU,2023-01-16 01:59:54,65.5833,-171.0,-5.64,87,97,12.8
230,Nanortalik,GL,2023-01-16 01:56:45,60.1432,-45.2371,19.87,69,100,39.17
231,Umm Lajj,SA,2023-01-16 02:00:55,25.0213,37.2685,65.97,60,100,11.07
232,Bismil,TR,2023-01-16 02:00:55,37.8486,40.6658,33.53,80,90,1.54
233,Khani,GE,2023-01-16 02:00:56,41.9563,42.9566,31.57,72,10,6.51
234,Merauke,ID,2023-01-16 02:00:56,-8.4667,140.3333,74.97,91,100,11.03
235,Wana,PK,2023-01-16 02:00:57,32.2989,69.5725,31.39,23,0,4.07
236,Ahipara,NZ,2023-01-16 02:00:57,-35.1667,173.1667,70.56,64,73,9.04
237,Klaksvik,FO,2023-01-16 02:00:57,62.2266,-6.589,31.12,64,100,23.15
238,Belmonte,BR,2023-01-16 02:00:58,-15.8631,-38.8828,75.52,81,67,5.5
239,Srednekolymsk,RU,2023-01-16 02:00:58,67.45,153.6833,-43.94,99,69,6.49
240,Ust-Maya,RU,2023-01-16 02:00:59,60.4167,134.5333,-45.35,91,100,3.58
241,Ponta Delgada,PT,2023-01-16 02:01:00,37.7333,-25.6667,52.52,76,20,4.61
242,Yashan,CN,2023-01-16 02:01:00,22.1975,109.9419,44.47,67,100,10.16
243,Krosno Odrzanskie,PL,2023-01-16 02:01:01,52.0549,15.0988,36.77,75,62,12.68
244,Kavaratti,IN,2023-01-16 02:01:04,10.5669,72.642,79.07,71,48,11.23
245,Muriae,BR,2023-01-16 02:01:05,-21.1306,-42.3664,73.58,94,78,2.62
246,Cordareni,RO,2023-01-16 02:01:06,47.9833,26.5833,34.68,93,50,4.85
247,Jijiga,ET,2023-01-16 02:01:09,9.35,42.8,55.08,60,1,8.08
248,Gasa,PS,2023-01-16 01:56:52,31.5,34.4667,57.06,63,45,7.74
249,San Andres,CO,2023-01-16 02:01:13,12.5847,-81.7006,78.98,69,99,22.55
250,Gusau,NG,2023-01-16 02:01:16,12.1628,6.6614,64.09,22,100,10.67
251,Gorontalo,ID,2023-01-16 02:01:17,0.5412,123.0595,88.75,59,18,1.9
252,Pastavy,BY,2023-01-16 02:01:19,55.1168,26.8326,33.98,98,100,13.27
253,Zhangye,CN,2023-01-16 02:01:23,38.9342,100.4517,5.94,77,69,0.56
254,Varzea Da Palma,BR,2023-01-16 02:01:30,-17.5981,-44.7308,72.59,82,100,2.35
255,Rio Grande,BR,2023-01-16 02:01:31,-32.035,-52.0986,70.3,73,0,10.74
256,Podgornoye,RU,2023-01-16 02:01:34,51.735,39.1496,21.42,93,100,11.18
257,Broken Hill,AU,2023-01-16 02:01:36,-31.95,141.4333,93.16,24,4,7.29
258,Pooler,US,2023-01-16 02:01:44,32.1155,-81.2471,44.94,64,0,0.0
259,Cocobeach,GA,2023-01-16 02:01:44,1.0002,9.5823,79.25,81,69,5.5
260,Bow Island,CA,2023-01-16 02:00:01,49.8668,-111.3684,27.48,93,100,6.67
261,Cap Malheureux,MU,2023-01-16 02:01:45,-19.9842,57.6142,78.48,74,22,8.99
262,Andapa,MG,2023-01-16 01:58:55,-14.65,49.65,69.24,100,100,1.57
263,Nioro,GM,2023-01-16 02:01:46,13.35,-15.75,72.91,35,52,3.53
264,San Quintin,MX,2023-01-16 01:57:37,30.4833,-115.95,59.29,76,76,4.76
265,Kloulklubed,PW,2023-01-16 01:58:02,7.0419,134.2556,82.9,77,28,11.5
266,Hofn,IS,2023-01-16 01:59:35,64.2539,-15.2082,24.28,59,100,21.27
267,Ginir,ET,2023-01-16 02:01:47,7.1333,40.7,54.23,61,0,3.67
268,Acarau,BR,2023-01-16 02:01:47,-2.8856,-40.12,77.45,87,100,10.45
269,Faanui,PF,2023-01-16 02:01:48,-16.4833,-151.75,79.07,75,100,19.42
270,Haines Junction,CA,2023-01-16 02:01:48,60.7522,-137.5108,21.79,97,100,2.08
271,Bulolo,PG,2023-01-16 02:01:49,-7.2,146.65,84.58,68,100,1.43
272,Waitati,NZ,2023-01-16 02:01:49,-45.75,170.5667,70.56,59,19,6.31
273,Sire,NG,2023-01-16 02:01:50,12.9299,5.2043,64.13,23,100,10.94
274,Rovaniemi,FI,2023-01-16 02:01:50,66.5,25.7167,33.21,100,100,16.11
275,Porto San Giorgio,IT,2023-01-16 02:01:51,43.1827,13.7934,52.0,66,100,7.99
276,Kigali,RW,2023-01-16 02:01:51,-1.95,30.0588,60.28,93,40,4.0
277,Ambilobe,MG,2023-01-16 02:02:52,-13.2,49.05,72.57,95,100,2.19
278,Presidencia Roque Saenz Pena,AR,2023-01-16 02:02:52,-26.7852,-60.4388,72.57,45,0,5.35
279,Jever,DE,2023-01-16 02:02:53,53.5833,7.9,40.05,87,98,9.22
280,Mayo,US,2023-01-16 02:02:53,38.8876,-76.5119,39.15,52,0,11.5
